# Position , Speed, Angle, Angular speed, attack
3.124880492687225342e-01,5.972194075584411621e-01,1.677935710176825523e-03,-4.209520518779754639e-01,0.000000000000000000e+00
3.244324326515197754e-01,4.021268188953399658e-01,-6.741105578839778900e-03,-1.289215236902236938e-01,0.000000000000000000e+00
3.324749469757080078e-01,2.071566432714462280e-01,-9.319535456597805023e-03,1.604347676038742065e-01,0.000000000000000000e+00
3.366180956363677979e-01,1.222413778305053711e-02,-6.110840477049350739e-03,4.489676654338836670e-01,0.000000000000000000e+00
3.368625640869140625e-01,2.074840962886810303e-01,2.868513343855738640e-03,1.531943380832672119e-01,0.000000000000000000e+00
3.410122692584991455e-01,4.026185870170593262e-01,5.932400003075599670e-03,-1.397650092840194702e-01,0.000000000000000000e+00
3.490646183490753174e-01,5.977091789245605469e-01,3.137099789455533028e-03,-4.317570924758911133e-01,0.000000000000000000e+00
3.610188066959381104e-01,4.025958180427551270e-01,-5.498042330145835876e-03,-1.392658948898315430e-01,0.000000000000000000e+00
3.690707385540008545e-01,2.076074630022048950e-01,-8.283359929919242859e-03,1.504866778850555420e-01,0.000000000000000000e+00
3.732228875160217285e-01,1.265979651361703873e-02,-5.273627117276191711e-03,4.393507242202758789e-01,0.000000000000000000e+00
3.734760582447052002e-01,2.079082280397415161e-01,3.513388335704803467e-03,1.438385248184204102e-01,0.000000000000000000e+00
3.776342272758483887e-01,4.030334949493408203e-01,6.390159018337726593e-03,-1.489174962043762207e-01,0.000000000000000000e+00
3.856949210166931152e-01,5.981174707412719727e-01,3.411808749660849571e-03,-4.407648146152496338e-01,0.000000000000000000e+00
3.976572453975677490e-01,4.030002355575561523e-01,-5.403487011790275574e-03,-1.481869667768478394e-01,0.000000000000000000e+00
4.057172536849975586e-01,2.080104798078536987e-01,-8.367226459085941315e-03,1.415957808494567871e-01,0.000000000000000000e+00
4.098774790763854980e-01,1.306407433003187180e-02,-5.535311065614223480e-03,4.304329752922058105e-01,0.000000000000000000e+00
4.101387560367584229e-01,2.083162069320678711e-01,3.073348663747310638e-03,1.348389983177185059e-01,0.000000000000000000e+00
4.143050909042358398e-01,4.034477770328521729e-01,5.770128685981035233e-03,-1.580557972192764282e-01,0.000000000000000000e+00
4.223740398883819580e-01,5.985406637191772461e-01,2.609012648463249207e-03,-4.500992000102996826e-01,0.000000000000000000e+00
4.343448579311370850e-01,4.034348130226135254e-01,-6.392971612513065338e-03,-1.577746123075485229e-01,0.000000000000000000e+00
4.424135386943817139e-01,2.084594666957855225e-01,-9.548463858664035797e-03,1.316928267478942871e-01,0.000000000000000000e+00
4.465827345848083496e-01,1.353043504059314728e-02,-6.914607249200344086e-03,4.201523363590240479e-01,0.000000000000000000e+00
4.468533396720886230e-01,2.088017910718917847e-01,1.488439971581101418e-03,1.241280436515808105e-01,0.000000000000000000e+00
4.510293900966644287e-01,4.039559960365295410e-01,3.971001133322715759e-03,-1.692659854888916016e-01,0.000000000000000000e+00
4.591085016727447510e-01,5.990747213363647461e-01,5.856810603290796280e-04,-4.618776440620422363e-01,0.000000000000000000e+00
4.710899889469146729e-01,4.039975702762603760e-01,-8.651872165501117706e-03,-1.701922565698623657e-01,0.000000000000000000e+00
4.791699349880218506e-01,2.090552300214767456e-01,-1.205571740865707397e-02,1.185541525483131409e-01,0.000000000000000000e+00
4.833510518074035645e-01,1.416318677365779877e-02,-9.684634394943714142e-03,4.062104523181915283e-01,0.000000000000000000e+00
4.836343228816986084e-01,2.094729840755462646e-01,-1.560424687340855598e-03,1.093239635229110718e-01,0.000000000000000000e+00
4.878237545490264893e-01,4.046705663204193115e-01,6.260545924305915833e-04,-1.850281059741973877e-01,0.000000000000000000e+00
4.959171712398529053e-01,5.998370051383972168e-01,-3.074507461860775948e-03,-4.786933362483978271e-01,0.000000000000000000e+00
5.079139471054077148e-01,4.048119783401489258e-01,-1.264837384223937988e-02,-1.881675869226455688e-01,0.000000000000000000e+00
5.160101652145385742e-01,2.099283635616302490e-01,-1.641172543168067932e-02,9.929909557104110718e-02,0.000000000000000000e+00
5.202087163925170898e-01,1.510100811719894409e-02,-1.442574523389339447e-02,3.855550289154052734e-01,0.000000000000000000e+00
5.205107331275939941e-01,-1.797583252191543579e-01,-6.714643910527229309e-03,6.724538803100585938e-01,0.000000000000000000e+00
5.169155597686767578e-01,1.550743915140628815e-02,6.734433583915233612e-03,3.764961063861846924e-01,0.000000000000000000e+00
5.172257423400878906e-01,2.105868011713027954e-01,1.426435541361570358e-02,8.475721627473831177e-02,0.000000000000000000e+00
5.214374661445617676e-01,4.055564105510711670e-01,1.595950126647949219e-02,-2.045883983373641968e-01,0.000000000000000000e+00
5.295485854148864746e-01,6.005015969276428223e-01,1.186773180961608887e-02,-4.933933913707733154e-01,0.000000000000000000e+00
5.415586233139038086e-01,4.052660167217254639e-01,1.999864354729652405e-03,-1.981616914272308350e-01,0.000000000000000000e+00
