d d_d theta d_theta
-5.272021293640136719e-01 -5.157480239868164062e-01 -2.471919870004057884e-03 2.533617317676544189e-01
-5.375170707702636719e-01 -3.205378651618957520e-01 2.595315221697092056e-03 -4.127565398812294006e-02
-5.439278483390808105e-01 -1.253994554281234741e-01 1.769802067428827286e-03 -3.343211412429809570e-01
-5.464358329772949219e-01 -3.204932212829589844e-01 -4.916620440781116486e-03 -4.226177930831909180e-02
-5.528456568717956543e-01 -5.154899358749389648e-01 -5.761856213212013245e-03 2.476757466793060303e-01
-5.631554722785949707e-01 -7.104747891426086426e-01 -8.083411958068609238e-04 5.373448729515075684e-01
-5.773649811744689941e-01 -5.152891278266906738e-01 9.938555769622325897e-03 2.432306706905364990e-01
-5.876707434654235840e-01 -3.202562034130096436e-01 1.480316929519176483e-02 -4.749227315187454224e-02
-5.940758585929870605e-01 -1.252945363521575928e-01 1.385332364588975906e-02 -3.366658687591552734e-01
-5.965817570686340332e-01 -3.205588757991790771e-01 7.120006717741489410e-03 -4.081258922815322876e-02
-6.029929518699645996e-01 -5.157290697097778320e-01 6.303754635155200958e-03 2.529332339763641357e-01
-6.133075356483459473e-01 -7.108874320983886719e-01 1.136241946369409561e-02 5.464221239089965820e-01
-6.275252699851989746e-01 -5.158733129501342773e-01 2.229086123406887054e-02 2.561489045619964600e-01
-6.378427147865295410e-01 -3.210210204124450684e-01 2.741383947432041168e-02 -3.062719851732254028e-02
-6.442631483078002930e-01 -1.262463480234146118e-01 2.680129557847976685e-02 -3.157494366168975830e-01
-6.467880606651306152e-01 -3.216889798641204834e-01 2.048630639910697937e-02 -1.588545553386211395e-02
-6.532218456268310547e-01 -1.268110871315002441e-01 2.016859687864780426e-02 -3.032396733760833740e-01
-6.557580828666687012e-01 6.807300448417663574e-02 1.410380378365516663e-02 -5.906981229782104492e-01
-6.543966531753540039e-01 -1.271924376487731934e-01 2.289841650053858757e-03 -2.947702705860137939e-01
-6.569404602050781250e-01 -3.222936093807220459e-01 -3.605563426390290260e-03 -2.546664094552397728e-03
-6.633863449096679688e-01 -5.173093676567077637e-01 -3.656496992334723473e-03 2.878080010414123535e-01
-6.737325191497802734e-01 -7.123249769210815430e-01 2.099663019180297852e-03 5.781473517417907715e-01
-6.879790425300598145e-01 -5.171800255775451660e-01 1.366261020302772522e-02 2.849465310573577881e-01
-6.983226537704467773e-01 -3.222009241580963135e-01 1.936154067516326904e-02 -4.592066630721092224e-03
-7.047666311264038086e-01 -1.273063570261001587e-01 1.926969923079013824e-02 -2.923071980476379395e-01
-7.073127627372741699e-01 6.759084016084671021e-02 1.342355553060770035e-02 -5.800537467002868652e-01
-7.059609889984130859e-01 -1.276653856039047241e-01 1.822480699047446251e-03 -2.843376994132995605e-01
-7.085142731666564941e-01 -3.227598667144775391e-01 -3.864273196086287498e-03 7.738224230706691742e-03
-7.149694561958312988e-01 -5.177718400955200195e-01 -3.709508804604411125e-03 2.980106174945831299e-01
-7.253249287605285645e-01 -3.225444555282592773e-01 2.250703517347574234e-03 2.985979663208127022e-03
-7.317758202552795410e-01 -1.274010986089706421e-01 2.310423180460929871e-03 -2.901680767536163330e-01
-7.343237996101379395e-01 6.774128228425979614e-02 -3.492938587442040443e-03 -5.833031535148620605e-01
-7.329689860343933105e-01 -1.272785216569900513e-01 -1.515900157392024994e-02 -2.929090857505798340e-01
-7.355145812034606934e-01 -3.221259117126464844e-01 -2.101718261837959290e-02 -6.247699260711669922e-03
-7.419570684432983398e-01 -5.168841481208801270e-01 -2.114213816821575165e-02 2.785207033157348633e-01
-7.522947788238525391e-01 -7.116423845291137695e-01 -1.557172276079654694e-02 5.632514953613281250e-01
-7.665275931358337402e-01 -5.162547826766967773e-01 -4.306692630052566528e-03 2.645459771156311035e-01
-7.768527269363403320e-01 -3.210188448429107666e-01 9.842268191277980804e-04 -3.066565655171871185e-02
-7.832731008529663086e-01 -1.258573979139328003e-01 3.709136508405208588e-04 -3.242183923721313477e-01
-7.857902646064758301e-01 -3.209311366081237793e-01 -6.113454699516296387e-03 -3.260146453976631165e-02
-7.922088503837585449e-01 -5.159103274345397949e-01 -6.765483878552913666e-03 2.569547295570373535e-01
-8.025270700454711914e-01 -7.108806967735290527e-01 -1.626388402655720711e-03 5.463039875030517578e-01
-8.167446851730346680e-01 -5.156836509704589844e-01 9.299691766500473022e-03 2.519335150718688965e-01
-8.270583748817443848e-01 -3.206414580345153809e-01 1.433836203068494797e-02 -3.899223729968070984e-02
-8.334711790084838867e-01 -1.256730109453201294e-01 1.355851721018552780e-02 -3.283141553401947021e-01
-8.359846472740173340e-01 6.930787116289138794e-02 6.992233917117118835e-03 -6.178863048553466797e-01
-8.345984816551208496e-01 -1.258592903614044189e-01 -5.365492776036262512e-03 -3.241824507713317871e-01
-8.371156454086303711e-01 -3.208503425121307373e-01 -1.184914167970418930e-02 -3.438651561737060547e-02
-8.435326814651489258e-01 -5.157452225685119629e-01 -1.253687217831611633e-02 2.533357441425323486e-01
-8.538475632667541504e-01 -7.106309533119201660e-01 -7.470156997442245483e-03 5.408388972282409668e-01
-8.680601716041564941e-01 -5.153532028198242188e-01 3.346621058881282806e-03 2.446434199810028076e-01
-8.783672451972961426e-01 -3.202255368232727051e-01 8.239489048719406128e-03 -4.816518351435661316e-02
-8.847717642784118652e-01 -1.251683086156845093e-01 7.276185788214206696e-03 -3.394267261028289795e-01
-8.872751593589782715e-01 -3.203403353691101074e-01 4.876514431089162827e-04 -4.563239216804504395e-02
-8.936819434165954590e-01 -5.154154300689697266e-01 -4.249962512403726578e-04 2.460210025310516357e-01
-9.039902687072753906e-01 -7.104775905609130859e-01 4.495423287153244019e-03 5.373856425285339355e-01
-9.181997776031494141e-01 -5.153661966323852539e-01 1.524313632398843765e-02 2.449392378330230713e-01
-9.285071492195129395e-01 -3.204103112220764160e-01 2.014192007482051849e-02 -4.409487918019294739e-02
-9.349153637886047363e-01 -1.255272775888442993e-01 1.926002465188503265e-02 -3.315596878528594971e-01
-9.374259114265441895e-01 6.937043368816375732e-02 1.262882910668849945e-02 -6.193099021911621094e-01
-9.360384941101074219e-01 -1.258744597434997559e-01 2.426318824291229248e-04 -3.238423168659210205e-01
-9.385559558868408203e-01 -3.209463655948638916e-01 -6.234214641153812408e-03 -3.226599097251892090e-02
-9.449748992919921875e-01 -5.159237980842590332e-01 -6.879534572362899780e-03 2.572517096996307373e-01
-9.552933573722839355e-01 -7.108924388885498047e-01 -1.734500052407383919e-03 5.465646386146545410e-01
-9.695112109184265137e-01 -5.156939625740051270e-01 9.196792729198932648e-03 2.521602511405944824e-01
-9.798250794410705566e-01 -3.206502795219421387e-01 1.423999667167663574e-02 -3.879814967513084412e-02
-9.862381219863891602e-01 -1.256803870201110840e-01 1.346403453499078751e-02 -3.281514644622802734e-01
-9.887517094612121582e-01 6.930187344551086426e-02 6.901005282998085022e-03 -6.177536845207214355e-01
-9.873656630516052246e-01 -1.258640289306640625e-01 -5.454069003462791443e-03 -3.240785002708435059e-01
-9.898829460144042969e-01 -3.208537995815277100e-01 -1.193563826382160187e-02 -3.431074321269989014e-02
-9.963000416755676270e-01 -5.157474279403686523e-01 -1.262185350060462952e-02 2.533837854862213135e-01
-1.006614923477172852e+00 -7.106318473815917969e-01 -7.554178126156330109e-03 5.408596396446228027e-01
-1.020827651023864746e+00 -5.153529644012451172e-01 3.263015300035476685e-03 2.446380257606506348e-01
-1.031134724617004395e+00 -3.202241063117980957e-01 8.155776187777519226e-03 -4.819693043828010559e-02
-1.037539124488830566e+00 -1.251656711101531982e-01 7.191837299615144730e-03 -3.394849896430969238e-01
-1.040042519569396973e+00 -3.203364908695220947e-01 4.021371714770793915e-04 -4.571717604994773865e-02
-1.046449184417724609e+00 -5.154103636741638184e-01 -5.122062284499406815e-04 2.459091395139694214e-01
-1.056757450103759766e+00 -7.104712128639221191e-01 4.405976273119449615e-03 5.372461676597595215e-01
-1.070966839790344238e+00 -5.153585672378540039e-01 1.515089906752109528e-02 2.447715401649475098e-01
-1.081274032592773438e+00 -3.204014003276824951e-01 2.004633098840713501e-02 -4.429201781749725342e-02
-1.087682008743286133e+00 -1.255169361829757690e-01 1.916049048304557800e-02 -3.317875266075134277e-01
-1.090192317962646484e+00 6.938223540782928467e-02 1.252473983913660049e-02 -6.195695996284484863e-01
-1.088804721832275391e+00 -1.258612275123596191e-01 1.333476975560188293e-04 -3.241345286369323730e-01
-1.091321945190429688e+00 -3.209315538406372070e-01 -6.349342875182628632e-03 -3.259278088808059692e-02
-1.097740530967712402e+00 -5.159072875976562500e-01 -7.001198828220367432e-03 2.568882107734680176e-01
-1.108058691024780273e+00 -7.108741998672485352e-01 -1.863433746621012688e-03 5.461623072624206543e-01
-1.122276186943054199e+00 -5.156738758087158203e-01 9.059811942279338837e-03 2.517175376415252686e-01
-1.132589697837829590e+00 -3.206282556056976318e-01 1.409416273236274719e-02 -3.928429633378982544e-02
-1.139002203941345215e+00 -1.256562173366546631e-01 1.330847665667533875e-02 -3.286841213703155518e-01
-1.141515374183654785e+00 6.932829320430755615e-02 6.734794937074184418e-03 -6.183359026908874512e-01
-1.140128850936889648e+00 -1.258352845907211304e-01 -5.631923675537109375e-03 -3.247129023075103760e-01
-1.142645478248596191e+00 -3.208224773406982422e-01 -1.212618127465248108e-02 -3.500178456306457520e-02
-1.149061918258666992e+00 -5.157132744789123535e-01 -1.282621733844280243e-02 2.526316344738006592e-01
-1.159376263618469238e+00 -7.105947136878967285e-01 -7.773584686219692230e-03 5.400419235229492188e-01
-1.173588156700134277e+00 -5.153127908706665039e-01 3.027253784239292145e-03 2.437519878149032593e-01
-1.183894395828247070e+00 -3.201805651187896729e-01 7.902293466031551361e-03 -4.915729165077209473e-02
-1.190297961235046387e+00 -1.251184791326522827e-01 6.919147446751594543e-03 -3.405257165431976318e-01
-1.192800402641296387e+00 -3.202854394912719727e-01 1.086336560547351837e-04 -4.684356600046157837e-02
-1.199206113815307617e+00 -5.153550505638122559e-01 -8.282375056296586990e-04 2.446898072957992554e-01
-1.209513187408447266e+00 -7.104113698005676270e-01 4.065558314323425293e-03 5.359266996383666992e-01
-1.223721385002136230e+00 -5.152939558029174805e-01 1.478409115225076675e-02 2.433447241783142090e-01
-1.234027266502380371e+00 -3.203313946723937988e-01 1.965098641812801361e-02 -4.583588615059852600e-02
-1.240433931350708008e+00 -1.254411041736602783e-01 1.873426884412765503e-02 -3.334582448005676270e-01
-1.242942690849304199e+00 6.946433335542678833e-02 1.206510420888662338e-02 -6.213769316673278809e-01
-1.241553425788879395e+00 -1.257728040218353271e-01 -3.624341916292905807e-04 -3.260852694511413574e-01
-1.244068861007690430e+00 -3.208360373973846436e-01 -6.884139962494373322e-03 -3.470052778720855713e-02
-1.250485658645629883e+00 -5.158039331436157227e-01 -7.578150369226932526e-03 2.546098828315734863e-01
-1.260801672935485840e+00 -7.107624411582946777e-01 -2.485952572897076607e-03 5.436998605728149414e-01
-1.275016903877258301e+00 -5.155534744262695312e-01 8.388044312596321106e-03 2.490601837635040283e-01
-1.285328030586242676e+00 -3.204981088638305664e-01 1.336924824863672256e-02 -4.215466231107711792e-02
-1.291738033294677734e+00 -1.255154907703399658e-01 1.252615451812744141e-02 -3.317856192588806152e-01
-1.294248342514038086e+00 -3.207613229751586914e-01 5.890442989766597748e-03 -3.634656965732574463e-02
-1.300663471221923828e+00 -5.159139633178710938e-01 5.163511261343955994e-03 2.570124566555023193e-01
-1.310981750488281250e+00 -7.110561728477478027e-01 1.030376087874174118e-02 5.501424074172973633e-01
-1.325202941894531250e+00 -5.160269141197204590e-01 2.130660787224769592e-02 2.595331072807312012e-01
-1.335523486137390137e+00 -3.211600184440612793e-01 2.649727091193199158e-02 -2.755935676395893097e-02
-1.341946601867675781e+00 -5.166007280349731445e-01 2.594608440995216370e-02 2.722144126892089844e-01
-1.352278709411621094e+00 -7.120323181152343750e-01 3.139037266373634338e-02 5.718160867691040039e-01
-1.366519331932067871e+00 -9.075307846069335938e-01 4.282669350504875183e-02 8.730784058570861816e-01
-1.384669899940490723e+00 -1.103161811828613281e+00 6.028826162219047546e-02 1.177787780761718750e+00
-1.406733155250549316e+00 -9.088179469108581543e-01 8.384402096271514893e-02 9.033527970314025879e-01
-1.424909472465515137e+00 -7.148669362068176270e-01 1.019110754132270813e-01 6.368830204010009766e-01
-1.439206838607788086e+00 -5.212411284446716309e-01 1.146487370133399963e-01 3.766570091247558594e-01
-1.449631690979003906e+00 -3.278546929359436035e-01 1.221818774938583374e-01 1.208983361721038818e-01
-1.456188797950744629e+00 -1.346112042665481567e-01 1.245998442173004150e-01 -1.321972310543060303e-01
-1.458881020545959473e+00 -3.312383890151977539e-01 1.219559013843536377e-01 1.960370838642120361e-01
-1.465505719184875488e+00 -5.278354287147521973e-01 1.258766353130340576e-01 5.235477089881896973e-01
-1.476062536239624023e+00 -3.346248865127563477e-01 1.363475918769836426e-01 2.717081606388092041e-01
-1.482754945755004883e+00 -1.416197717189788818e-01 1.417817473411560059e-01 2.361300028860569000e-02
-1.485587358474731445e+00 5.128042027354240417e-02 1.422540098428726196e-01 -2.225309908390045166e-01
-1.484561800956726074e+00 2.441788762807846069e-01 1.378033906221389771e-01 -4.685160517692565918e-01
-1.479678153991699219e+00 4.744306951761245728e-02 1.284330785274505615e-01 -1.367649286985397339e-01
-1.478729367256164551e+00 -1.492237746715545654e-01 1.256977766752243042e-01 1.925084441900253296e-01
-1.481713771820068359e+00 -3.458600938320159912e-01 1.295479387044906616e-01 5.210375785827636719e-01
-1.488631010055541992e+00 -1.527126133441925049e-01 1.399686932563781738e-01 2.704944908618927002e-01
-1.491685271263122559e+00 4.022909700870513916e-02 1.453785896301269531e-01 2.368904463946819305e-02
-1.490880727767944336e+00 2.330657839775085449e-01 1.458523571491241455e-01 -2.211684435606002808e-01
-1.486219406127929688e+00 4.259007871150970459e-01 1.414289921522140503e-01 -4.658661484718322754e-01
-1.477701306343078613e+00 6.188361048698425293e-01 1.321116685867309570e-01 -7.121791243553161621e-01
-1.465324640274047852e+00 4.221925139427185059e-01 1.178680956363677979e-01 -3.820043802261352539e-01
-1.456880807876586914e+00 2.256507426500320435e-01 1.102280095219612122e-01 -5.563009902834892273e-02
-1.452367782592773438e+00 2.917589806020259857e-02 1.091154068708419800e-01 2.686597704887390137e-01
-1.451784253120422363e+00 2.226486504077911377e-01 1.144886016845703125e-01 1.098179258406162262e-02
-1.447331309318542480e+00 4.160225391387939453e-01 1.147082373499870300e-01 -2.448100894689559937e-01
-1.439010858535766602e+00 6.093990802764892578e-01 1.098120361566543579e-01 -5.005347728729248047e-01
-1.426822781562805176e+00 8.028784990310668945e-01 9.980133920907974243e-02 -7.579976320266723633e-01
-1.410765290260314941e+00 6.065732836723327637e-01 8.464138954877853394e-02 -4.367001354694366455e-01
-1.398633837699890137e+00 4.104049801826477051e-01 7.590738683938980103e-02 -1.196524277329444885e-01
-1.390425682067871094e+00 2.143273055553436279e-01 7.351433485746383667e-02 1.948959380388259888e-01
-1.386139154434204102e+00 4.083854854106903076e-01 7.741225510835647583e-02 -7.498764246702194214e-02
-1.377971410751342773e+00 6.023782491683959961e-01 7.591250538825988770e-02 -3.435490429401397705e-01
-1.365923881530761719e+00 7.964032888412475586e-01 6.904152035713195801e-02 -6.126302480697631836e-01
-1.349995851516723633e+00 9.905548691749572754e-01 5.678891390562057495e-02 -8.840535283088684082e-01
-1.330184698104858398e+00 7.947543263435363770e-01 3.910784050822257996e-02 -5.751782059669494629e-01
-1.314289569854736328e+00 5.991549491882324219e-01 2.760427817702293396e-02 -2.715680897235870361e-01
-1.302306532859802246e+00 4.037008285522460938e-01 2.217291668057441711e-02 2.854358963668346405e-02
-1.294232487678527832e+00 2.083195149898529053e-01 2.274378761649131775e-02 3.269832432270050049e-01
-1.290066123008728027e+00 4.031659066677093506e-01 2.928345277905464172e-02 4.035168886184692383e-02
-1.282002806663513184e+00 5.979124903678894043e-01 3.009048663079738617e-02 -2.441655099391937256e-01
-1.270044565200805664e+00 7.926484346389770508e-01 2.520717680454254150e-02 -5.284234285354614258e-01
-1.254191637039184570e+00 9.874619841575622559e-01 1.463870797306299210e-02 -8.142670392990112305e-01
-1.234442353248596191e+00 7.921925187110900879e-01 -1.646632561460137367e-03 -5.181776285171508789e-01
-1.218598484992980957e+00 5.971469283103942871e-01 -1.201018504798412323e-02 -2.271986305713653564e-01
-1.206655502319335938e+00 4.022536277770996094e-01 -1.655415818095207214e-02 6.047315523028373718e-02
-1.198610424995422363e+00 2.074285298585891724e-01 -1.534469425678253174e-02 3.466830253601074219e-01
-1.194461941719055176e+00 4.028167426586151123e-01 -8.411034010350704193e-03 4.804204404354095459e-02
-1.186405539512634277e+00 5.981108546257019043e-01 -7.450193166732788086e-03 -2.484513372182846069e-01
-1.174443364143371582e+00 7.933908700942993164e-01 -1.241922006011009216e-02 -5.446443557739257812e-01
-1.158575534820556641e+00 5.984997749328613281e-01 -2.331210859119892120e-02 -2.570979893207550049e-01
-1.146605491638183594e+00 4.037743508815765381e-01 -2.845406904816627502e-02 2.692936174571514130e-02
-1.138530015945434570e+00 2.091286182403564453e-01 -2.791548147797584534e-02 3.092817068099975586e-01
-1.134347438812255859e+00 4.046870172023773193e-01 -2.172984555363655090e-02 6.784436758607625961e-03
-1.126253724098205566e+00 6.001648902893066406e-01 -2.159415744245052338e-02 -2.938260436058044434e-01
-1.114250421524047852e+00 7.956387400627136230e-01 -2.747067809104919434e-02 -5.943917036056518555e-01
-1.098337650299072266e+00 6.009673476219177246e-01 -3.935851156711578369e-02 -3.117027282714843750e-01
-1.086318373680114746e+00 4.064851105213165283e-01 -4.559256881475448608e-02 -3.291893377900123596e-02
-1.078188657760620117e+00 2.121041268110275269e-01 -4.625094681978225708e-02 2.437983453273773193e-01
-1.073946595191955566e+00 1.773062720894813538e-02 -4.137497767806053162e-02 5.203015804290771484e-01
-1.073591947555541992e+00 2.134577333927154541e-01 -3.096894919872283936e-02 2.137488722801208496e-01
-1.069322824478149414e+00 4.090583622455596924e-01 -2.669396996498107910e-02 -8.967916667461395264e-02
-1.061141610145568848e+00 6.046031117439270020e-01 -2.848755195736885071e-02 -3.918080925941467285e-01
-1.049049496650695801e+00 4.099530577659606934e-01 -3.632371500134468079e-02 -1.094594672322273254e-01
-1.040850520133972168e+00 2.154274880886077881e-01 -3.851290419697761536e-02 1.703175604343414307e-01
-1.036541938781738281e+00 2.093506604433059692e-02 -3.510655462741851807e-02 4.493755996227264404e-01
-1.036123275756835938e+00 -1.736164242029190063e-01 -2.611904218792915344e-02 7.295631170272827148e-01
-1.039595603942871094e+00 2.190530113875865936e-02 -1.152777951210737228e-02 4.276325106620788574e-01
-1.039157509803771973e+00 2.172401994466781616e-01 -2.975128823891282082e-03 1.301742941141128540e-01
-1.034812688827514648e+00 4.124577641487121582e-01 -3.716431092470884323e-04 -1.646211892366409302e-01
-1.026563525199890137e+00 6.076384186744689941e-01 -3.664066782221198082e-03 -4.586000144481658936e-01
-1.014410734176635742e+00 4.126219749450683594e-01 -1.283606700599193573e-02 -1.682616621255874634e-01
-1.006158232688903809e+00 2.177412360906600952e-01 -1.620130054652690887e-02 1.191446036100387573e-01
