d d_d theta d_theta
8.870152384042739868e-02 1.902474835515022278e-02 1.853097602725028992e-02 3.453002870082855225e-01
8.908202499151229858e-02 2.142198234796524048e-01 2.543698064982891083e-02 5.099239572882652283e-02
9.336642175912857056e-02 4.093168079853057861e-01 2.645682916045188904e-02 -2.411414682865142822e-01
1.015527546405792236e-01 6.043992638587951660e-01 2.163399942219257355e-02 -5.329530239105224609e-01
1.136407405138015747e-01 4.093063771724700928e-01 1.097493991255760193e-02 -2.409212589263916016e-01
1.218268647789955139e-01 2.143684774637222290e-01 6.156515330076217651e-03 4.772137105464935303e-02
1.261142343282699585e-01 1.950239203870296478e-02 7.110942155122756958e-03 3.348184823989868164e-01
1.265042871236801147e-01 -1.753796041011810303e-01 1.380731165409088135e-02 6.222248077392578125e-01
1.229966953396797180e-01 1.987905427813529968e-02 2.625180780887603760e-02 3.264432251453399658e-01
1.233942732214927673e-01 2.149645537137985229e-01 3.278067335486412048e-02 3.456665948033332825e-02
1.276935636997222900e-01 4.099550843238830566e-01 3.347200527787208557e-02 -2.552369236946105957e-01
1.358926594257354736e-01 6.049361228942871094e-01 2.836726792156696320e-02 -5.448210835456848145e-01
1.479913890361785889e-01 4.097489118576049805e-01 1.747084595263004303e-02 -2.506707608699798584e-01
1.561863720417022705e-01 2.147164344787597656e-01 1.245743129402399063e-02 4.004141315817832947e-02
1.604806929826736450e-01 1.975745894014835358e-02 1.325825881212949753e-02 3.291566371917724609e-01
1.608758419752120972e-01 -1.752143204212188721e-01 1.984139159321784973e-02 6.185290813446044922e-01
1.573715656995773315e-01 1.996128633618354797e-02 3.221197426319122314e-02 3.246338665485382080e-01
1.577707827091217041e-01 2.149609923362731934e-01 3.870464861392974854e-02 3.464791178703308105e-02
1.620700061321258545e-01 4.098645746707916260e-01 3.939760848879814148e-02 -2.532628476619720459e-01
1.702672988176345825e-01 6.047588586807250977e-01 3.433234989643096924e-02 -5.409528613090515137e-01
1.823624670505523682e-01 4.094890654087066650e-01 2.351329475641250610e-02 -2.449383884668350220e-01
1.905522495508193970e-01 2.143697589635848999e-01 1.861452683806419373e-02 4.768616333603858948e-02
1.948396563529968262e-01 1.932107843458652496e-02 1.956824958324432373e-02 3.387607932090759277e-01
1.952260732650756836e-01 2.145015597343444824e-01 2.634346485137939453e-02 4.477832838892936707e-02
1.995161026716232300e-01 4.095854759216308594e-01 2.723903208971023560e-02 -2.470688521862030029e-01
2.077078074216842651e-01 6.046566963195800781e-01 2.229765430092811584e-02 -5.386328697204589844e-01
2.198009490966796875e-01 4.095544517040252686e-01 1.152499765157699585e-02 -2.463915944099426270e-01
2.279920279979705811e-01 2.146084606647491455e-01 6.597165018320083618e-03 4.242685064673423767e-02
2.322842031717300415e-01 1.973585225641727448e-02 7.445702329277992249e-03 3.296655118465423584e-01
2.326789200305938721e-01 -1.751510053873062134e-01 1.403901353478431702e-02 6.171791553497314453e-01
2.291758954524993896e-01 2.010453864932060242e-02 2.638259530067443848e-02 3.214696943759918213e-01
2.295779883861541748e-01 2.151881605386734009e-01 3.281199187040328979e-02 2.963449060916900635e-02
2.338817566633224487e-01 4.101782441139221191e-01 3.340467810630798340e-02 -2.601591050624847412e-01
2.420853227376937866e-01 6.051602959632873535e-01 2.820149809122085571e-02 -5.497647523880004883e-01
2.541885375976562500e-01 4.099753797054290771e-01 1.720620319247245789e-02 -2.556664347648620605e-01
2.623880207538604736e-01 2.149467170238494873e-01 1.209287345409393311e-02 3.496171161532402039e-02
2.666869759559631348e-01 1.999309845268726349e-02 1.279210764914751053e-02 3.239605128765106201e-01
2.670868337154388428e-01 -1.749718785285949707e-01 1.927131786942481995e-02 6.131842136383056641e-01
2.635873854160308838e-01 2.021166309714317322e-02 3.153500333428382874e-02 3.191102445125579834e-01
2.639916241168975830e-01 2.152211368083953857e-01 3.791720792651176453e-02 2.890899404883384705e-02
2.682960331439971924e-01 4.101363122463226318e-01 3.849538788199424744e-02 -2.592540085315704346e-01
2.764987647533416748e-01 6.050439476966857910e-01 3.331030905246734619e-02 -5.472332835197448730e-01
2.885996401309967041e-01 4.097882807254791260e-01 2.236564084887504578e-02 -2.515374124050140381e-01
2.967954277992248535e-01 2.146853804588317871e-01 1.733489334583282471e-02 4.072485864162445068e-02
3.010891377925872803e-01 1.965525187551975250e-02 1.814939081668853760e-02 3.313933014869689941e-01
3.014822304248809814e-01 -1.753872781991958618e-01 2.477725595235824585e-02 6.223211884498596191e-01
2.979744970798492432e-01 1.971959136426448822e-02 3.722368180751800537e-02 3.299782574176788330e-01
2.983688712120056152e-01 2.146464139223098755e-01 4.382324591279029846e-02 4.159110412001609802e-02
3.026618063449859619e-01 4.094741046428680420e-01 4.465506970882415771e-02 -2.446748912334442139e-01
3.108512759208679199e-01 6.042905449867248535e-01 3.976156935095787048e-02 -5.306745767593383789e-01
3.229371011257171631e-01 4.089463651180267334e-01 2.914807945489883423e-02 -2.329737097024917603e-01
3.311160206794738770e-01 2.137469649314880371e-01 2.448860369622707367e-02 6.142325326800346375e-02
3.353909552097320557e-01 1.861369423568248749e-02 2.571706846356391907e-02 3.543554246425628662e-01
3.357632458209991455e-01 2.137068808078765869e-01 3.280417621135711670e-02 6.230973824858665466e-02
3.400373756885528564e-01 4.086970984935760498e-01 3.405037149786949158e-02 -2.274863719940185547e-01
3.482113182544708252e-01 6.036695837974548340e-01 2.950064465403556824e-02 -5.168859958648681641e-01
3.602847158908843994e-01 4.084664285182952881e-01 1.916292496025562286e-02 -2.223802953958511353e-01
3.684540390968322754e-01 2.134095877408981323e-01 1.471531856805086136e-02 6.886854022741317749e-02
3.727222383022308350e-01 1.841757260262966156e-02 1.609268970787525177e-02 3.587037920951843262e-01
3.730905950069427490e-01 2.136468142271041870e-01 2.326676622033119202e-02 6.363236904144287109e-02
3.773635327816009521e-01 4.087749421596527100e-01 2.453941293060779572e-02 -2.291866838932037354e-01
3.855390250682830811e-01 6.038848757743835449e-01 1.995567977428436279e-02 -5.216041803359985352e-01
3.976167142391204834e-01 4.088158011436462402e-01 9.523595683276653290e-03 -2.301029562950134277e-01
4.057930409908294678e-01 2.138992398977279663e-01 4.921536892652511597e-03 5.807527527213096619e-02
4.100710153579711914e-01 1.905147917568683624e-02 6.083041429519653320e-03 3.447753489017486572e-01
4.104520380496978760e-01 -1.758155077695846558e-01 1.297854911535978317e-02 6.318518519401550293e-01
4.069357216358184814e-01 1.945434510707855225e-02 2.561558596789836884e-02 3.358123600482940674e-01
4.073248207569122314e-01 2.145489603281021118e-01 3.233183175325393677e-02 4.373464733362197876e-02
4.116157889366149902e-01 4.095460474491119385e-01 3.320652619004249573e-02 -2.462118715047836304e-01
4.198067188262939453e-01 6.045309305191040039e-01 2.828228846192359924e-02 -5.358805656433105469e-01
4.318973422050476074e-01 4.093448221683502197e-01 1.756467670202255249e-02 -2.417568266391754150e-01
4.400842487812042236e-01 2.143110185861587524e-01 1.272954139858484268e-02 4.898509755730628967e-02
4.443704485893249512e-01 1.934804953634738922e-02 1.370924338698387146e-02 3.381871879100799561e-01
4.447574317455291748e-01 -1.756303459405899048e-01 2.047298662364482880e-02 6.277034282684326172e-01
4.412448108196258545e-01 1.953647471964359283e-02 3.302705660462379456e-02 3.340064883232116699e-01
4.416355490684509277e-01 2.145244181156158447e-01 3.970718383789062500e-02 4.427991807460784912e-02
4.459260404109954834e-01 4.094131886959075928e-01 4.059278219938278198e-02 -2.433093786239624023e-01
4.541142880916595459e-01 6.042898297309875488e-01 3.572659566998481750e-02 -5.306158661842346191e-01
4.662000834941864014e-01 4.090007543563842773e-01 2.511427924036979675e-02 -2.341672182083129883e-01
4.743801057338714600e-01 2.138585895299911499e-01 2.043093554675579071e-02 5.896201729774475098e-02
4.786572754383087158e-01 1.878363639116287231e-02 2.161017619073390961e-02 3.506122827529907227e-01
4.790329337120056152e-01 2.139352262020111084e-01 2.862242236733436584e-02 5.727161839604377747e-02
4.833116531372070312e-01 4.089862108230590820e-01 2.976785413920879364e-02 -2.338536679744720459e-01
4.914913773536682129e-01 6.040209531784057617e-01 2.509078010916709900e-02 -5.246158838272094727e-01
5.035718083381652832e-01 4.088793992996215820e-01 1.459846273064613342e-02 -2.314945161342620850e-01
5.117493867874145508e-01 2.138886600732803345e-01 9.968572296202182770e-03 5.830416828393936157e-02
5.160271525382995605e-01 1.896623522043228149e-02 1.113465521484613419e-02 3.466238379478454590e-01
5.164064764976501465e-01 2.142646163702011108e-01 1.806713268160820007e-02 5.000575259327888489e-02
5.206917524337768555e-01 4.094668626785278320e-01 1.906724646687507629e-02 -2.444485276937484741e-01
5.288811326026916504e-01 6.046546697616577148e-01 1.417827699333429337e-02 -5.385885834693908691e-01
5.409741997718811035e-01 4.096678197383880615e-01 3.406504169106483459e-03 -2.489204704761505127e-01
5.491675734519958496e-01 2.148414552211761475e-01 -1.571904867887496948e-03 3.729354590177536011e-02
5.534644126892089844e-01 2.009082026779651642e-02 -8.260346949100494385e-04 3.218975663185119629e-01
5.538662075996398926e-01 -1.746734678745269775e-01 5.611917003989219666e-03 6.067467331886291504e-01
5.503727197647094727e-01 2.069664187729358673e-02 1.774685084819793701e-02 3.084223568439483643e-01
5.507866740226745605e-01 2.159028798341751099e-01 2.391529828310012817e-02 1.386845856904983521e-02
5.551047325134277344e-01 4.110217392444610596e-01 2.419266849756240845e-02 -2.787460088729858398e-01
5.633251667022705078e-01 6.061366200447082520e-01 1.861774735152721405e-02 -5.712729692459106445e-01
5.754479169845581055e-01 4.110862910747528076e-01 7.192289456725120544e-03 -2.801949083805084229e-01
5.836696028709411621e-01 2.162036299705505371e-01 1.588389277458190918e-03 7.236683275550603867e-03
5.879936814308166504e-01 2.140562795102596283e-02 1.733124256134033203e-03 2.928624749183654785e-01
5.884218215942382812e-01 -1.733963787555694580e-01 7.590373978018760681e-03 5.785377621650695801e-01
5.849539041519165039e-01 2.194758132100105286e-02 1.916112750768661499e-02 2.808243036270141602e-01
5.853928327560424805e-01 2.171339541673660278e-01 2.477761358022689819e-02 -1.328619197010993958e-02
5.897355079650878906e-01 4.122404158115386963e-01 2.451189048588275909e-02 -3.056283891201019287e-01
5.979803204536437988e-01 6.073507666587829590e-01 1.839932240545749664e-02 -5.980546474456787109e-01
6.101273298263549805e-01 4.123033583164215088e-01 6.438229233026504517e-03 -3.070455193519592285e-01
6.183733940124511719e-01 2.174315601587295532e-01 2.973191440105438232e-04 -1.985557563602924347e-02
6.227220296859741211e-01 2.265287749469280243e-02 -9.979307651519775391e-05 2.653531730175018311e-01
6.231750845909118652e-01 -1.721214652061462402e-01 5.207270383834838867e-03 5.504359602928161621e-01
6.197326779365539551e-01 2.325525879859924316e-02 1.621599122881889343e-02 2.519849240779876709e-01
6.201977729797363281e-01 2.184832543134689331e-01 2.125568874180316925e-02 -4.304864257574081421e-02
6.245674490928649902e-01 4.136401414871215820e-01 2.039471641182899475e-02 -3.365012407302856445e-01
6.328402161598205566e-01 2.185653597116470337e-01 1.366469170898199081e-02 -4.486192390322685242e-02
6.372115612030029297e-01 2.358871325850486755e-02 1.276745274662971497e-02 2.446384876966476440e-01
6.376833319664001465e-01 -1.713754236698150635e-01 1.766022294759750366e-02 5.338535904884338379e-01
6.342558264732360840e-01 2.383092604577541351e-02 2.833729423582553864e-02 2.392742335796356201e-01
6.347324252128601074e-01 2.188863009214401245e-01 3.312277793884277344e-02 -5.194182693958282471e-02
6.391101479530334473e-01 4.138718545436859131e-01 3.208394348621368408e-02 -3.416364192962646484e-01
6.473875641822814941e-01 6.088734865188598633e-01 2.525121532380580902e-02 -6.316632628440856934e-01
6.595650315284729004e-01 4.137299060821533203e-01 1.261794939637184143e-02 -3.384917080402374268e-01
6.678396463394165039e-01 2.187673747539520264e-01 5.848115310072898865e-03 -4.932339489459991455e-02
6.722149848937988281e-01 2.390586957335472107e-02 4.861647263169288635e-03 2.376746237277984619e-01
6.726931333541870117e-01 -1.709419786930084229e-01 9.615140035748481750e-03 5.243569016456604004e-01
6.692742705345153809e-01 2.437530644237995148e-02 2.010227739810943604e-02 2.272696942090988159e-01
6.697617769241333008e-01 2.195484638214111328e-01 2.464767172932624817e-02 -6.654538214206695557e-02
6.741527318954467773e-01 4.146567881107330322e-01 2.331676334142684937e-02 -3.589286208152770996e-01
6.824458837509155273e-01 6.097841858863830566e-01 1.613819040358066559e-02 -6.517318487167358398e-01
6.946415901184082031e-01 8.050105571746826172e-01 3.103554248809814453e-03 -9.467857480049133301e-01
7.107417583465576172e-01 1.000403761863708496e+00 -1.583215966820716858e-02 -1.245867729187011719e+00
7.307498455047607422e-01 8.058105111122131348e-01 -4.074952006340026855e-02 -9.658249020576477051e-01
7.468660473823547363e-01 6.116105914115905762e-01 -6.006601452827453613e-02 -6.940643787384033203e-01
7.590982913970947266e-01 4.177443385124206543e-01 -7.394730299711227417e-02 -4.288824498653411865e-01
7.674531936645507812e-01 2.241310328245162964e-01 -8.252495527267456055e-02 -1.685081571340560913e-01
7.719358205795288086e-01 3.067721985280513763e-02 -8.589511364698410034e-02 8.886604011058807373e-02
7.725493311882019043e-01 2.271855026483535767e-01 -8.411779254674911499e-02 -2.362840026617050171e-01
7.770930528640747070e-01 4.236693978309631348e-01 -8.884347230195999146e-02 -5.609350800514221191e-01
7.855664491653442383e-01 2.302918434143066406e-01 -1.000621765851974487e-01 -3.057212531566619873e-01
7.901722788810729980e-01 3.713085874915122986e-02 -1.061766073107719421e-01 -5.448864027857780457e-02
7.909148931503295898e-01 -1.559128314256668091e-01 -1.072663739323616028e-01 1.945622116327285767e-01
7.877966165542602539e-01 -3.489418923854827881e-01 -1.033751294016838074e-01 4.432326555252075195e-01
7.808178067207336426e-01 -1.522725075483322144e-01 -9.451047331094741821e-02 1.133480295538902283e-01
7.777723670005798340e-01 4.432743042707443237e-02 -9.224351495504379272e-02 -2.141664177179336548e-01
7.786588668823242188e-01 2.408996373414993286e-01 -9.652684628963470459e-02 -5.410556793212890625e-01
7.834768891334533691e-01 4.765446484088897705e-02 -1.073479577898979187e-01 -2.885414361953735352e-01
7.844299674034118652e-01 -1.453789770603179932e-01 -1.131187900900840759e-01 -3.989138454198837280e-02
7.815223932266235352e-01 -3.383007645606994629e-01 -1.139166131615638733e-01 2.066882252693176270e-01
7.747563719749450684e-01 -5.312140583992004395e-01 -1.097828522324562073e-01 4.529911875724792480e-01
7.641320824623107910e-01 -7.242208123207092285e-01 -1.007230281829833984e-01 7.007990479469299316e-01
7.496476769447326660e-01 -5.276138782501220703e-01 -8.670704811811447144e-02 3.716828227043151855e-01
7.390953898429870605e-01 -3.311107754707336426e-01 -7.927338778972625732e-02 4.632951319217681885e-02
7.324731945991516113e-01 -1.346745640039443970e-01 -7.834679633378982544e-02 -2.769842743873596191e-01
7.297797203063964844e-01 -3.282038569450378418e-01 -8.388648182153701782e-02 -1.814969256520271301e-02
7.232156395912170410e-01 -5.216315984725952148e-01 -8.424947410821914673e-02 2.387454807758331299e-01
7.127829790115356445e-01 -7.150591611862182617e-01 -7.947456836700439453e-02 4.955228865146636963e-01
6.984817981719970703e-01 -9.085863828659057617e-01 -6.956411153078079224e-02 7.539910674095153809e-01
6.803100705146789551e-01 -7.123108506202697754e-01 -5.448428541421890259e-02 4.334778189659118652e-01
6.660638451576232910e-01 -5.161740779876708984e-01 -4.581473022699356079e-02 1.172090917825698853e-01
6.557403802871704102e-01 -3.201285600662231445e-01 -4.347054660320281982e-02 -1.965693980455398560e-01
6.493378281593322754e-01 -5.142286419868469238e-01 -4.740193486213684082e-02 7.419141381978988647e-02
6.390532255172729492e-01 -7.082630991935729980e-01 -4.591810703277587891e-02 3.436218202114105225e-01
6.248879432678222656e-01 -9.023291468620300293e-01 -3.904566913843154907e-02 6.135651469230651855e-01
6.068413853645324707e-01 -1.096520781517028809e+00 -2.677436918020248413e-02 8.858447670936584473e-01
5.849109888076782227e-01 -9.007512927055358887e-01 -9.057473391294479370e-03 5.777318477630615234e-01
5.668959617614746094e-01 -7.051859498023986816e-01 2.497160807251930237e-03 2.749126553535461426e-01
5.527922511100769043e-01 -5.097680091857910156e-01 7.995413616299629211e-03 -2.438104338943958282e-02
5.425968766212463379e-01 -3.144244253635406494e-01 7.507793605327606201e-03 -3.219767510890960693e-01
5.363083481788635254e-01 -5.093121528625488281e-01 1.068258658051490784e-03 -3.444333747029304504e-02
5.261221528053283691e-01 -7.041023969650268555e-01 3.793910145759582520e-04 2.510145306587219238e-01
5.120400786399841309e-01 -8.988837003707885742e-01 5.399683490395545959e-03 5.362519621849060059e-01
4.940624237060546875e-01 -1.093743681907653809e+00 1.612472161650657654e-02 8.231134414672851562e-01
4.721875488758087158e-01 -8.985189199447631836e-01 3.258699178695678711e-02 5.280581116676330566e-01
4.542171657085418701e-01 -7.035231590270996094e-01 4.314815253019332886e-02 2.381892353296279907e-01
4.401466846466064453e-01 -5.086843967437744141e-01 4.791193827986717224e-02 -4.829574376344680786e-02
4.299730062484741211e-01 -3.139178454875946045e-01 4.694602265954017639e-02 -3.332417905330657959e-01
4.236946403980255127e-01 -5.093628168106079102e-01 4.028118401765823364e-02 -3.331931307911872864e-02
4.135074019432067871e-01 -7.047185897827148438e-01 3.961480036377906799e-02 2.645491957664489746e-01
3.994130194187164307e-01 -9.000641107559204102e-01 4.490578547120094299e-02 5.622095465660095215e-01
3.814117312431335449e-01 -7.052460312843322754e-01 5.614997446537017822e-02 2.762827575206756592e-01
3.673068284988403320e-01 -5.106017589569091797e-01 6.167563050985336304e-02 -5.990863312035799026e-03
3.570947945117950439e-01 -3.160444498062133789e-01 6.155581399798393250e-02 -2.864537537097930908e-01
3.507739007472991943e-01 -1.214822828769683838e-01 5.582673847675323486e-02 -5.669604539871215820e-01
3.483442664146423340e-01 -3.170398473739624023e-01 4.448752850294113159e-02 -2.643313705921173096e-01
3.420034646987915039e-01 -5.124522447586059570e-01 3.920090198516845703e-02 3.483550995588302612e-02
3.317544162273406982e-01 -7.077930569648742676e-01 3.989761322736740112e-02 3.323690593242645264e-01
3.175985515117645264e-01 -5.129053592681884766e-01 4.654499143362045288e-02 4.483829066157341003e-02
3.073404431343078613e-01 -3.181183636188507080e-01 4.744175821542739868e-02 -2.405496388673782349e-01
3.009780645370483398e-01 -1.233434900641441345e-01 4.263076558709144592e-02 -5.256496667861938477e-01
2.985112071037292480e-01 -3.187266588211059570e-01 3.211777284741401672e-02 -2.270616441965103149e-01
2.921366691589355469e-01 -5.139679312705993652e-01 2.757653966546058655e-02 6.826515495777130127e-02
2.818573117256164551e-01 -7.091452479362487793e-01 2.894184365868568420e-02 3.621691465377807617e-01
2.676744163036346436e-01 -5.140982270240783691e-01 3.618522733449935913e-02 7.114421576261520386e-02
2.573924362659454346e-01 -3.191575109958648682e-01 3.760810941457748413e-02 -2.175730168819427490e-01
2.510092854499816895e-01 -1.242371350526809692e-01 3.325664997100830078e-02 -5.058359503746032715e-01
2.485245466232299805e-01 -3.194924592971801758e-01 2.313993126153945923e-02 -2.101562321186065674e-01
2.421347051858901978e-01 -5.146064162254333496e-01 1.893680542707443237e-02 8.235050737857818604e-02
2.318425774574279785e-01 -7.096598148345947266e-01 2.058381587266921997e-02 3.735273778438568115e-01
2.176493704319000244e-01 -9.047373533248901367e-01 2.805436402559280396e-02 6.652266383171081543e-01
1.995546221733093262e-01 -7.096762657165527344e-01 4.135889559984207153e-02 3.739184439182281494e-01
1.853611022233963013e-01 -5.148096084594726562e-01 4.883726686239242554e-02 8.685594052076339722e-02
1.750649064779281616e-01 -3.200568258762359619e-01 5.057438462972640991e-02 -1.977908164262771606e-01
1.686637699604034424e-01 -1.253294050693511963e-01 4.661856591701507568e-02 -4.818758666515350342e-01
1.661571860313415527e-01 -3.207672536373138428e-01 3.698104992508888245e-02 -1.820581406354904175e-01
1.597418338060379028e-01 -5.160767436027526855e-01 3.333988785743713379e-02 1.147852316498756409e-01
1.494203060865402222e-01 -7.113354802131652832e-01 3.563559055328369141e-02 4.104943573474884033e-01
1.351936012506484985e-01 -5.163847804069519043e-01 4.384548217058181763e-02 1.215986013412475586e-01
1.248658969998359680e-01 -3.215571939945220947e-01 4.627745226025581360e-02 -1.646606177091598511e-01
1.184347569942474365e-01 -1.267656236886978149e-01 4.298423975706100464e-02 -4.501357972621917725e-01
1.158994436264038086e-01 -3.221549689769744873e-01 3.398152440786361694e-02 -1.514365822076797485e-01
1.094563454389572144e-01 -5.174226164817810059e-01 3.095279261469841003e-02 1.444726586341857910e-01
9.910789132118225098e-02 -7.126477360725402832e-01 3.384224325418472290e-02 4.394353628158569336e-01
8.485493808984756470e-02 -5.176708102226257324e-01 4.263095185160636902e-02 1.499672979116439819e-01
7.450152188539505005e-02 -3.228249847888946533e-01 4.563029855489730835e-02 -1.366831660270690918e-01
6.804502010345458984e-02 -1.280239373445510864e-01 4.289663583040237427e-02 -4.223670065402984619e-01
6.548454612493515015e-02 -3.234125375747680664e-01 3.444929420948028564e-02 -1.236941441893577576e-01
5.901629105210304260e-02 -5.186868309974670410e-01 3.197541087865829468e-02 1.723611205816268921e-01
4.864255338907241821e-02 -7.139263153076171875e-01 3.542263433337211609e-02 4.676436781883239746e-01
3.436402976512908936e-02 -5.189719200134277344e-01 4.477550834417343140e-02 1.786790937185287476e-01
2.398459054529666901e-02 -3.241578340530395508e-01 4.834908992052078247e-02 -1.072808951139450073e-01
1.750143431127071381e-02 -1.293976455926895142e-01 4.620347172021865845e-02 -3.920858204364776611e-01
1.491348072886466980e-02 6.539780646562576294e-02 3.836175426840782166e-02 -6.775890588760375977e-01
1.622143760323524475e-02 -1.299247741699218750e-01 2.480997517704963684e-02 -3.803257942199707031e-01
1.362294144928455353e-02 -3.250624835491180420e-01 1.720345765352249146e-02 -8.729258179664611816e-02
7.121691945940256119e-03 -5.200907588005065918e-01 1.545760687440633774e-02 2.033341526985168457e-01
-3.280122997239232063e-03 -7.150938510894775391e-01 1.952428929507732391e-02 4.934061765670776367e-01
-1.758200116455554962e-02 -9.101567268371582031e-01 2.939241379499435425e-02 7.847707271575927734e-01
-3.578513488173484802e-02 -1.105356454849243164e+00 4.508782923221588135e-02 1.079239606857299805e+00
-5.789226293563842773e-02 -1.300754189491271973e+00 6.667262315750122070e-02 1.378557205200195312e+00
-8.390735089778900146e-02 -1.106194376945495605e+00 9.424376487731933594e-02 1.099617600440979004e+00
-1.060312390327453613e-01 -9.120682477951049805e-01 1.162361204624176025e-01 8.298758268356323242e-01
-1.242725998163223267e-01 -7.183248400688171387e-01 1.328336298465728760e-01 5.676713585853576660e-01
-1.386390924453735352e-01 -5.248893499374389648e-01 1.441870629787445068e-01 3.112664520740509033e-01
-1.491368860006332397e-01 -3.316715955734252930e-01 1.504123806953430176e-01 5.887910351157188416e-02
-1.557703167200088501e-01 -1.385727375745773315e-01 1.515899598598480225e-01 -1.912925988435745239e-01
-1.585417687892913818e-01 -3.352702260017395020e-01 1.477641165256500244e-01 1.388417184352874756e-01
-1.652471721172332764e-01 -5.319305658340454102e-01 1.505409479141235352e-01 4.679467082023620605e-01
-1.758857816457748413e-01 -3.388074040412902832e-01 1.598998904228210449e-01 2.177810072898864746e-01
-1.826619356870651245e-01 -1.458686888217926025e-01 1.642554998397827148e-01 -2.902723103761672974e-02
-1.855793148279190063e-01 4.698706418275833130e-02 1.636749505996704102e-01 -2.742700874805450439e-01
-1.846395730972290039e-01 2.398631870746612549e-01 1.581895649433135986e-01 -5.197356939315795898e-01
-1.798423081636428833e-01 4.312975332140922546e-02 1.477948427200317383e-01 -1.878790706396102905e-01
-1.789797097444534302e-01 -1.535289734601974487e-01 1.440372765064239502e-01 1.412313431501388550e-01
-1.820502877235412598e-01 -3.501504659652709961e-01 1.468618959188461304e-01 4.693249762058258057e-01
-1.890532970428466797e-01 -1.569640040397644043e-01 1.562483906745910645e-01 2.178589701652526855e-01
-1.921925842761993408e-01 3.603861853480339050e-02 1.606055796146392822e-01 -3.024976141750812531e-02
-1.914718002080917358e-01 2.289587408304214478e-01 1.600005626678466797e-01 -2.767970561981201172e-01
-1.868926286697387695e-01 4.218995571136474609e-01 1.544646322727203369e-01 -5.235751271247863770e-01
-1.784546375274658203e-01 6.149621009826660156e-01 1.439931392669677734e-01 -7.723606824874877930e-01
-1.661553978919982910e-01 4.184085130691528320e-01 1.285459101200103760e-01 -4.443794786930084229e-01
-1.577872335910797119e-01 2.219714671373367310e-01 1.196583285927772522e-01 -1.205732896924018860e-01
-1.533478051424026489e-01 2.561500295996665955e-02 1.172468662261962891e-01 2.007753401994705200e-01
-1.528355032205581665e-01 2.192831635475158691e-01 1.212623715400695801e-01 -6.099352240562438965e-02
-1.484498381614685059e-01 4.128807187080383301e-01 1.200425028800964355e-01 -3.213704824447631836e-01
-1.401922255754470825e-01 6.065080761909484863e-01 1.136150881648063660e-01 -5.821832418441772461e-01
-1.280620545148849487e-01 8.002628087997436523e-01 1.019714251160621643e-01 -8.452413082122802734e-01
-1.120568066835403442e-01 6.041651368141174316e-01 8.506660163402557373e-02 -5.290065407752990723e-01
-9.997349977493286133e-02 4.082359075546264648e-01 7.448646426200866699e-02 -2.176350802183151245e-01
-9.180878102779388428e-02 2.124261111021041870e-01 7.013376802206039429e-02 9.062620252370834351e-02
-8.756025880575180054e-02 4.068527817726135254e-01 7.194629311561584473e-02 -1.870523244142532349e-01
-7.942320406436920166e-02 6.012524366378784180e-01 6.820524483919143677e-02 -4.641330540180206299e-01
-6.739815324544906616e-02 7.957181334495544434e-01 5.892258509993553162e-02 -7.424619793891906738e-01
-5.148379504680633545e-02 6.001281142234802246e-01 4.407334327697753906e-02 -4.389051795005798340e-01
-3.948123380541801453e-02 4.047237932682037354e-01 3.529524058103561401e-02 -1.398697048425674438e-01
-3.138675540685653687e-02 2.094376832246780396e-01 3.249784559011459351e-02 1.564491838216781616e-01
-2.719800360500812531e-02 1.419084984809160233e-02 3.562682867050170898e-02 4.518951177597045898e-01
-2.691418677568435669e-02 2.091420888900756836e-01 4.466473311185836792e-02 1.629959493875503540e-01
-2.273134328424930573e-02 4.039577245712280273e-01 4.792465269565582275e-02 -1.229995936155319214e-01
-1.465218979865312576e-02 5.987243652343750000e-01 4.546465724706649780e-02 -4.079419672489166260e-01
-2.677702344954013824e-03 7.935310602188110352e-01 3.730581700801849365e-02 -6.936839818954467773e-01
1.319291815161705017e-02 5.982229709625244141e-01 2.343213930726051331e-02 -3.967485427856445312e-01
2.515737712383270264e-02 4.031048119068145752e-01 1.549716852605342865e-02 -1.041495576500892639e-01
3.321947529911994934e-02 2.081013470888137817e-01 1.341417804360389709e-02 1.859346926212310791e-01
3.738150000572204590e-02 1.312803663313388824e-02 1.713287085294723511e-02 4.753557145595550537e-01
3.764406219124794006e-02 2.083420753479003906e-01 2.663998678326606750e-02 1.806107312440872192e-01
4.181090369820594788e-02 4.034218192100524902e-01 3.025219962000846863e-02 -1.111427620053291321e-01
4.987933859229087830e-02 5.984492301940917969e-01 2.802934497594833374e-02 -4.017508029937744141e-01
6.184832379221916199e-02 7.935094833374023438e-01 1.999432966113090515e-02 -6.930651068687438965e-01
7.771851122379302979e-02 5.984390974044799805e-01 6.133027374744415283e-03 -4.015505313873291016e-01
8.968729525804519653e-02 4.035706818103790283e-01 -1.897983253002166748e-03 -1.144568696618080139e-01
9.775871038436889648e-02 2.088246494531631470e-01 -4.187120124697685242e-03 1.700419634580612183e-01
1.019352003931999207e-01 1.411270070821046829e-02 -7.862821221351623535e-04 4.537990987300872803e-01
1.022174581885337830e-01 2.095721662044525146e-01 8.289700374007225037e-03 1.535000205039978027e-01
1.064089015126228333e-01 4.049113094806671143e-01 1.135970093309879303e-02 -1.440038830041885376e-01
1.145071238279342651e-01 6.002078056335449219e-01 8.479623124003410339e-03 -4.405537247657775879e-01
